count,time_stamp,adc,sipm_voltage,deadtime,temperatureC
340,1610021,348,65.64,2188,24.34
341,1614133,300,52.79,2194,24.23
342,1614357,243,41.74,2200,24.34
343,1621466,231,39.55,2206,24.23
344,1628299,345,64.98,2215,24.34
345,1640730,408,90.57,2222,24.34
346,1644291,460,119.54,2227,23.91
347,1652639,259,44.69,2237,23.91
348,1656099,428,101.58,2243,24.23
349,1664079,332,61.17,2250,24.01
350,1666929,231,39.55,2256,24.01
351,1670098,327,59.28,2262,24.01
352,1670346,450,114.31,2268,23.69
353,1676863,224,38.29,2275,24.01
354,1679632,227,38.83,2282,24.23
355,1701672,366,72.41,2293,24.01
356,1708787,327,59.28,2300,23.91
357,1712106,323,58.48,2306,24.01
358,1713785,418,96.60,2314,24.01
359,1726831,304,53.73,2324,24.01
360,1728046,270,46.71,2329,24.01
361,1737123,348,65.64,2337,24.23
362,1746515,335,61.77,2346,24.01
363,1753640,419,97.20,2354,24.01
364,1756140,291,50.97,2359,24.01
365,1757035,316,56.81,2365,24.12
366,1761871,316,56.81,2372,24.12
367,1765362,295,51.75,2377,23.80
368,1778330,263,45.37,2384,23.91
369,1789703,325,59.05,2390,23.91
370,1790460,338,62.67,2396,24.01
371,1791919,284,49.41,2401,24.01
372,1795187,391,82.35,2407,24.34
373,1802470,485,135.76,2415,23.80
374,1802804,253,43.55,2421,23.58
375,1806004,78,19.92,2427,24.01
376,1806902,355,68.30,2433,24.23
377,1816170,583,201.26,2438,24.01
378,1817863,515,147.53,2445,24.01
379,1825073,345,64.98,2452,24.12
380,1827256,115,23.18,2457,23.91
381,1835340,259,44.69,2467,23.69
382,1835938,462,120.87,2473,23.91
383,1841901,241,41.39,2480,24.01
384,1847902,376,76.43,2488,24.01
385,1860327,604,210.97,2496,23.48
386,1860781,499,141.24,2502,24.34
387,1864166,76,19.69,2508,23.91
388,1871129,227,38.83,2514,23.58
389,1879609,262,45.24,2523,24.01
390,1880198,432,101.61,2530,24.01
391,1883634,352,66.89,2535,23.80
392,1888563,499,141.24,2543,24.01
393,1889796,384,80.08,2549,23.58
394,1904132,255,43.96,2560,24.01
395,1909230,249,42.85,2565,24.01
396,1909459,344,64.67,2571,23.91
397,1910891,344,64.67,2576,23.91
398,1922231,135,24.92,2583,23.91
399,1946031,263,45.37,2595,23.91
400,1949887,344,64.67,2601,24.01
401,1953185,271,46.93,2606,24.01
402,1954969,364,71.71,2612,24.34
403,1955339,428,101.58,2617,24.23
404,1956830,333,61.18,2622,23.91
405,1968346,472,125.87,2633,24.23
406,1971744,352,66.89,2639,23.15
407,1974682,339,62.98,2644,23.37
408,1976472,281,48.90,2649,23.80
409,1990135,284,49.41,2655,23.37
410,1990268,357,68.97,2661,23.91
411,1994598,332,61.17,2666,24.34
412,1995539,332,61.17,2672,24.01
413,2000935,231,39.55,2679,23.91
414,2006711,285,49.78,2685,24.12
415,2007808,415,95.00,2691,23.80
416,2008431,515,147.53,2696,23.58
417,2019570,57,16.93,2706,24.34
418,2024480,515,147.53,2714,23.69
419,2029224,505,145.23,2722,23.58
420,2035374,281,48.90,2728,23.80
421,2038183,302,53.30,2734,23.91
422,2040372,92,21.32,2739,23.91
423,2051862,172,29.49,2753,24.01
424,2053046,371,73.82,2758,23.80
425,2058000,287,50.23,2764,24.23
426,2059922,401,87.91,2769,23.80
427,2068499,253,43.55,2776,23.80
428,2073271,295,51.75,2784,23.58
429,2077680,143,25.74,2790,24.01
430,2080706,319,57.64,2796,24.01
431,2084648,655,252.34,2802,23.91
432,2090906,231,39.55,2808,24.01
433,2097598,350,66.46,2817,23.91
434,2097618,326,59.13,2822,24.01
435,2099201,344,64.67,2828,23.91
436,2107632,396,85.28,2838,23.91
437,2108649,355,68.30,2843,24.01
438,2109260,327,59.28,2848,23.91
439,2112254,198,33.69,2855,23.91
440,2116826,114,23.10,2860,24.23
441,2117544,199,33.86,2867,23.80
442,2118547,220,37.58,2872,23.80
443,2122742,227,38.83,2880,24.23
444,2138230,332,61.17,2890,23.91
445,2140069,492,134.92,2896,23.58
446,2141693,184,31.36,2902,24.23
447,2141810,472,125.87,2907,24.01
448,2141854,304,53.73,2913,24.23
449,2144185,227,38.83,2918,23.91
450,2144808,364,71.71,2924,24.23
451,2146917,487,132.65,2929,24.01
452,2150764,671,277.06,2937,24.01
453,2158263,364,71.71,2943,24.01
454,2159095,143,25.74,2949,24.01
455,2159856,377,76.28,2956,23.80
456,2160578,71,19.06,2961,23.91
457,2167070,457,118.95,2969,24.01
458,2171948,451,113.08,2975,23.58
459,2181321,295,51.75,2981,24.01
460,2192714,113,23.02,2989,23.91
461,2200427,359,69.86,2999,24.01
462,2215108,312,55.68,3005,24.01
463,2219921,368,72.93,3011,24.01
464,2221705,690,313.65,3016,23.58
465,2221887,462,120.87,3021,24.34
466,2225106,298,52.37,3027,23.91
467,2229809,245,42.08,3033,23.91
468,2239454,433,104.37,3041,24.01
469,2246669,323,58.48,3047,24.01
470,2247184,248,42.69,3054,24.01
471,2247799,719,344.94,3060,24.34
472,2249402,368,72.93,3066,24.01
473,2257188,332,61.17,3074,24.12
474,2258356,480,130.21,3080,23.58
475,2259501,300,52.79,3086,23.80
476,2261761,590,200.72,3093,23.80
477,2261927,224,38.29,3099,24.12
478,2262336,366,72.41,3105,23.80
479,2269209,412,92.93,3114,24.01
480,2270240,432,101.61,3121,24.23
481,2275730,600,203.87,3127,23.48
482,2280175,415,95.00,3133,23.58
483,2283785,369,73.42,3139,23.91
484,2299851,511,149.39,3146,24.01
485,2306295,221,37.76,3156,24.01
486,2313280,428,101.58,3164,23.91
487,2317494,82,20.36,3172,23.69
488,2320840,81,20.25,3178,23.58
489,2321446,271,46.93,3183,23.80
490,2325120,414,93.93,3189,24.23
491,2330467,307,54.48,3196,24.01
492,2335555,399,87.30,3202,24.01
493,2337084,291,50.97,3207,24.12
494,2339450,385,80.11,3213,24.01
495,2342216,284,49.41,3219,24.23
496,2343508,729,380.02,3225,24.01
497,2352076,339,62.98,3233,24.01
498,2352656,418,96.60,3238,24.34
499,2352996,396,85.28,3243,23.80
500,2355302,344,64.67,3248,24.01
501,2356316,455,117.03,3253,23.58
502,2359274,227,38.83,3260,23.37
503,2359793,348,65.64,3266,24.01
504,2363802,348,65.64,3273,23.91
505,2370743,99,21.91,3278,23.80
506,2374625,353,67.64,3283,23.69
507,2376122,462,120.87,3288,24.01
508,2378179,280,48.67,3295,23.48
509,2387158,323,58.48,3303,24.01
510,2391949,453,113.81,3311,24.44
511,2405663,312,55.68,3320,24.01
512,2405950,284,49.41,3325,24.34
513,2408755,352,66.89,3331,23.80
514,2412329,312,55.68,3338,23.58
515,2428864,387,81.05,3349,24.01
516,2430776,583,201.26,3355,24.23
517,2433780,339,62.98,3361,23.91
518,2439057,348,65.64,3367,23.91
519,2439804,460,119.54,3372,24.12
520,2440068,241,41.39,3378,23.80
521,2443110,67,18.51,3387,24.01
522,2444104,185,31.51,3393,24.01
523,2457893,508,144.95,3400,24.23
524,2466163,386,80.48,3407,24.01
525,2478851,76,19.69,3419,24.01
526,2479467,312,55.68,3424,23.58
527,2494354,396,85.28,3434,23.91
528,2496809,302,53.30,3440,24.01
529,2502936,291,50.97,3446,23.91
530,2515720,376,76.43,3453,23.91
531,2516738,423,97.36,3458,23.48
532,2519550,332,61.17,3463,24.01
533,2521306,345,64.98,3469,23.58
534,2534055,364,71.71,3478,24.01
535,2540849,142,25.64,3486,24.01
536,2542862,323,58.48,3492,24.44
537,2543170,231,39.55,3498,23.58
538,2544058,287,50.23,3504,23.91
539,2544451,339,62.98,3510,24.44
540,2557556,263,45.37,3517,24.01
541,2565526,255,43.96,3524,24.01
542,2591404,384,80.08,3533,24.23
543,2605178,455,117.03,3539,23.48
544,2605365,249,42.85,3546,24.23
545,2606499,463,119.23,3552,24.01
546,2614528,127,24.18,3558,24.01
547,2616678,270,46.71,3564,23.80
548,2619706,312,55.68,3570,24.23
549,2620611,312,55.68,3576,24.01
550,2620828,306,54.23,3581,23.91
551,2621546,408,90.57,3587,24.01
552,2624271,319,57.64,3592,24.01
553,2624764,281,48.90,3597,23.91
554,2629786,304,53.73,3604,24.01
555,2635623,358,69.10,3609,23.91
556,2646512,307,54.48,3616,24.01
557,2647368,242,41.58,3621,23.80
558,2647932,304,53.73,3627,23.80
